iter	Logloss
0	0.4887134292
1	0.4097271572
2	0.369297797
3	0.3242934227
4	0.2906197636
5	0.2757500282
6	0.2635600532
7	0.2528713061
8	0.245154901
9	0.2376403503
10	0.2318212325
11	0.2266056696
12	0.2249763608
13	0.2245549075
14	0.222960778
15	0.2202508909
16	0.2195440013
17	0.2156719955
18	0.2155451272
19	0.21524428
20	0.2143086087
21	0.2140943676
22	0.211313567
23	0.2098773663
24	0.2092429552
25	0.2067084073
26	0.2063227187
27	0.2055675686
28	0.204744968
29	0.2045073799
30	0.2032692931
31	0.2027128748
32	0.2016909545
33	0.2010300738
34	0.2010077029
35	0.1995952339
36	0.1986607632
37	0.198391225
38	0.1975029814
39	0.1967260635
40	0.1958699732
41	0.1951449582
42	0.1951449582
43	0.1951449582
44	0.1941682641
45	0.1941533175
46	0.1937523367
47	0.1937039116
48	0.1930577053
49	0.1913278962
50	0.1905025121
51	0.1900043207
52	0.1899689636
53	0.1879310041
54	0.1872921004
55	0.186152871
56	0.1853322851
57	0.1833885143
58	0.1823899576
59	0.1799304941
60	0.17658127
61	0.1762882646
62	0.174920949
63	0.1726108601
64	0.1708367388
65	0.1698918353
66	0.1686312249
67	0.1678369566
68	0.1667876838
69	0.1651792827
70	0.1637517856
71	0.1629377811
72	0.1620950425
73	0.161603567
74	0.1608084164
75	0.1600171151
76	0.1593054727
77	0.1586343977
78	0.1577865758
79	0.1570098701
80	0.1564060174
81	0.155866958
82	0.1555028191
83	0.1552181377
84	0.154882884
85	0.1540306949
86	0.1537268669
87	0.1532314514
88	0.1528206353
89	0.1524786985
90	0.1520765591
91	0.1517449685
92	0.1513723162
93	0.1509237007
94	0.1504908172
95	0.1499674273
96	0.1495791593
97	0.1492423494
98	0.1489383792
99	0.1487573632
100	0.1484334202
101	0.1480432164
102	0.147458149
103	0.1472017124
104	0.1469798554
105	0.1467848973
106	0.1464011444
107	0.1459209287
108	0.1456515467
109	0.1453040263
110	0.1450986445
111	0.1448212138
112	0.144420578
113	0.1442780904
114	0.1441162851
115	0.1438003987
116	0.1435314009
117	0.1432478879
118	0.1429981271
119	0.1427249388
120	0.1423928647
