iter	Passed	Remaining
139	89959	424094
140	90691	423870
141	91455	423788
142	92160	423421
143	92944	423415
144	93808	423754
145	94674	424088
146	95525	424340
147	96276	424138
148	96942	423552
149	97711	423415
150	98499	423350
151	99240	423078
152	100145	423492
153	100944	423443
154	101622	422879
155	102429	422851
156	103191	422623
157	103993	422556
158	104779	422411
159	105580	422323
160	106346	422084
161	107147	421976
162	107835	421417
163	108690	421508
164	109554	421617
165	110327	421371
166	111140	421270
167	111967	421210
168	112777	421082
169	113591	420958
170	114383	420743
171	115199	420612
172	116029	420524
173	116739	419992
174	117574	419908
175	118310	419464
176	119070	419102
177	120174	419937
178	120946	419596
179	121665	419069
180	122434	418713
181	123104	418014
182	123844	417551
183	124612	417180
184	125371	416776
185	126138	416394
186	126901	415993
187	127566	415270
188	128359	414960
189	129105	414498
190	129734	413656
191	130524	413326
192	131320	413013
193	132088	412607
194	132810	412054
195	133636	411820
196	134441	411513
197	135274	411289
198	136131	411131
199	136981	410945
200	137755	410525
201	138498	410009
202	139303	409674
203	140101	409316
204	140964	409141
205	141703	408601
206	142365	407839
207	143233	407664
208	144002	407201
209	144785	406778
210	145601	406442
211	147079	407938
212	148497	409238
213	149300	408831
214	150418	409279
215	151426	409412
216	152188	408876
217	152962	408369
218	153743	407876
219	154462	407220
220	155239	406714
221	156023	406224
222	156786	405675
223	157549	405128
224	158387	404767
225	159111	404113
226	159912	403655
227	160703	403168
228	161367	402362
229	162188	401944
230	163010	401527
231	163777	400972
232	164535	400392
233	165361	399975
234	166119	399394
235	166844	398730
236	167545	398008
237	168313	397446
238	169147	397035
239	169893	396417
240	170636	395791
241	171551	395561
242	172383	395134
243	173111	394467
244	173969	394093
245	174765	393577
246	175563	393062
247	176426	392692
248	177273	392280
249	178063	391739
250	178850	391190
251	179674	390720
252	180548	390354
253	181307	389740
254	182149	389299
255	182871	388602
256	183688	388105
257	184442	387472
258	185252	386956
259	186061	386434
260	186709	385579
261	187462	384942
262	188251	384376
263	188944	383615
264	189726	383033
265	190562	382557
266	191349	381982
267	192122	381378
268	192828	380639
269	193520	379873
270	194381	379438
271	195191	378901
272	196026	378410
273	196761	377724
274	197533	377109
275	198317	376516
276	199145	376003
277	199863	375282
278	200715	374812
279	201567	374338
280	202450	373920
281	203181	373220
282	203923	372539
283	204805	372111
284	205496	371335
285	206385	370916
286	207258	370464
287	208049	369865
288	208715	369044
289	209501	368434
290	210367	367962
291	211247	367513
292	211990	366823
293	212742	366148
294	213519	365515
295	214407	365071
296	215129	364344
297	215965	363807
298	216801	363269
299	217570	362617
300	218418	362095
301	219204	361469
302	220053	360945
303	220842	360322
304	221597	359642
305	222375	358998
306	223128	358313
307	223915	357682
308	224739	357109
309	225408	356290
310	226276	355785
311	226965	354997
312	227642	354191
313	228492	353654
314	229208	352908
315	229936	352180
316	230747	351580
317	231458	350827
318	232235	350173
319	232941	349412
320	233618	348608
321	234788	348536
322	235944	348438
323	236810	347906
324	237758	347493
325	238555	346856
326	239366	346239
327	240189	345639
328	241559	345818
329	242350	345165
330	243106	344462
331	243948	343878
332	244768	343263
333	245625	342699
334	246367	341972
335	247138	341286
336	247866	340540
337	248675	339906
338	249469	339248
339	250227	338543
340	251060	337937
341	251915	337360
342	252663	336638
343	253554	336106
344	254337	335430
345	255203	334862
346	256008	334212
347	256748	333478
348	257640	332939
349	258419	332254
350	259289	331684
351	260006	330917
352	260851	330313
353	261619	329610
354	262400	328924
355	263211	328274
356	264031	327635
357	264796	326928
358	265640	326315
359	266437	325645
360	267210	324945
361	268061	324339
362	268942	323768
363	269695	323041
364	270483	322356
