iter	Logloss
0	0.5041550309
1	0.4123667307
2	0.3481245857
3	0.3258788548
4	0.2927832972
5	0.2793606035
6	0.2664591654
7	0.2543986361
8	0.2509384462
9	0.2476581964
10	0.2424626039
11	0.237810028
12	0.2286686173
13	0.2263931776
14	0.2210686804
15	0.2193410774
16	0.2165771349
17	0.2165756008
18	0.2142943606
19	0.2123338217
20	0.2116213874
21	0.2104437568
22	0.2102977003
23	0.2084458226
24	0.2083563691
25	0.2067713713
26	0.2067713081
27	0.2064156486
28	0.2036995144
29	0.2029303623
30	0.2029303529
31	0.2012469502
32	0.2002751966
33	0.1988522371
34	0.1983414159
35	0.1970218828
36	0.1969954451
37	0.1967476995
38	0.1960093046
39	0.1952679786
40	0.1945312566
41	0.1939087533
42	0.1939087028
43	0.1939087028
44	0.1938930083
45	0.1933592606
46	0.1932796522
47	0.1932617723
48	0.1931670251
49	0.1931670233
50	0.1926443902
51	0.1920351822
52	0.192035171
53	0.1910972015
54	0.1902219501
55	0.187780241
56	0.187110142
57	0.1856213197
58	0.1841982492
59	0.1815558167
60	0.180267138
61	0.1786044019
62	0.1771437247
63	0.1745512952
64	0.1723933819
65	0.1701824631
66	0.1683534009
67	0.1669481442
68	0.1650303712
69	0.1638511796
70	0.1631292921
71	0.1622911757
72	0.1615345529
73	0.1604991872
74	0.1595309687
75	0.1590167362
76	0.1584367752
77	0.1578716677
78	0.1571862828
79	0.1568143373
80	0.1561299933
81	0.1556221285
82	0.1549958843
83	0.1541978928
84	0.1536018126
85	0.1529967839
86	0.1522858226
87	0.1519694849
88	0.1513353518
89	0.1508303348
90	0.1504511065
91	0.1500313869
92	0.1497113306
93	0.149047998
94	0.1487667515
95	0.1483084532
96	0.1480465567
97	0.1471877526
98	0.1467846743
99	0.1465259658
100	0.1462145595
101	0.1458937667
102	0.1455098601
103	0.1450210875
104	0.1447497198
105	0.1443354086
106	0.1440074187
107	0.1435664659
108	0.1433020564
109	0.1430527996
110	0.142854293
111	0.1425441256
112	0.1422873083
113	0.1417267672
114	0.1412974683
115	0.1408778534
116	0.1406035614
117	0.1402743515
118	0.1399945785
119	0.1397417114
120	0.1393110666
121	0.138842042
122	0.1386150976
123	0.1384707647
124	0.1382602578
125	0.1378526189
126	0.1374290607
127	0.1372944646
128	0.1370642039
129	0.1367298695
130	0.1362964912
131	0.135999347
132	0.1356878128
133	0.1354379302
134	0.1351441676
135	0.134816039
136	0.1346421531
137	0.1341620862
138	0.1339942785
139	0.1335224054
140	0.1333294974
141	0.1332604775
142	0.1330401501
143	0.132717501
144	0.1324402621
145	0.1321222545
146	0.1317687795
147	0.1314882993
148	0.1310880056
149	0.1308157812
150	0.1305936918
151	0.1302397971
152	0.1299680016
153	0.1296062536
154	0.1293729344
155	0.129226926
156	0.1290476076
157	0.1288076588
158	0.1286379197
159	0.1283723553
160	0.1279629734
161	0.1277288174
162	0.1275788532
163	0.1273071143
164	0.1269668083
165	0.1268952456
166	0.1266342445
167	0.1264489795
168	0.1262901123
169	0.126187956
170	0.1259626791
171	0.1257839104
172	0.1256116587
173	0.125494664
174	0.125336127
175	0.1252477906
176	0.1251446678
177	0.1249537274
178	0.1248637747
179	0.1247187549
180	0.1245555297
181	0.1243354806
182	0.1239124227
183	0.1237892688
184	0.12358305
185	0.123412357
186	0.122978067
187	0.1227624909
188	0.1226660605
189	0.1223383579
190	0.1220790357
191	0.1219660686
192	0.1218056492
193	0.1216484702
194	0.1212808218
195	0.121144602
196	0.1210022168
197	0.1208492722
198	0.120679025
199	0.1202946
200	0.1199934314
201	0.1197885357
202	0.1196256018
203	0.1193806712
204	0.1192366627
205	0.1190601119
206	0.1187547733
207	0.1186439753
208	0.1183748032
209	0.1181228703
210	0.1179813267
211	0.1177571335
212	0.1176060363
213	0.1174149838
214	0.1172253571
215	0.1171105227
216	0.1169367636
217	0.1167773612
218	0.1166519831
219	0.1166432815
220	0.1164280275
221	0.1162797909
222	0.1161672583
223	0.1159870804
224	0.1159005743
225	0.1156079523
226	0.1154717341
227	0.1152332157
228	0.1151261701
229	0.1148379092
230	0.1146107361
231	0.1144671455
232	0.1142029982
233	0.1140798523
234	0.1138643128
235	0.1136418664
236	0.1134054724
237	0.113295524
238	0.1131469696
239	0.1131422942
240	0.1131419693
241	0.1130194024
242	0.1127788373
243	0.1124191886
244	0.112263862
245	0.1122202064
246	0.1122202061
247	0.1120567754
248	0.1119287251
249	0.1117318702
250	0.1115769906
251	0.1115769002
252	0.1115767536
253	0.1115614506
254	0.1114448277
255	0.1112338141
256	0.1111452717
257	0.1109026185
258	0.1108132153
259	0.110583102
260	0.1104112189
261	0.1102670666
262	0.1100483381
263	0.1099526375
264	0.1097294975
265	0.1094829661
266	0.1092149248
